Age,Gender,Occupation,Country,Stress_Level,Sleep_Hours,Work_Hours,Physical_Activity_Hours,Social_Media_Usage,Diet_Quality,Smoking_Habit,Alcohol_Consumption,split
47,Non-binary,Sales,USA,Low,9.1,46,7,1.4,Healthy,Regular Smoker,Heavy Drinker,train
56,Non-binary,Other,UK,High,4.6,48,4,5.7,Average,Non-Smoker,Regular Drinker,train
59,Male,Education,USA,High,6.6,47,7,4.6,Unhealthy,Regular Smoker,Heavy Drinker,train
47,Non-binary,IT,India,High,6.5,77,5,3.3,Unhealthy,Heavy Smoker,Regular Drinker,train
62,Prefer not to say,Engineering,Australia,Low,9.6,73,10,1.6,Average,Heavy Smoker,Non-Drinker,train
24,Prefer not to say,Engineering,USA,High,4.5,79,10,0.7,Unhealthy,Heavy Smoker,Regular Drinker,train
20,Female,Sales,Australia,High,4.6,60,5,2.8,Average,Regular Smoker,Heavy Drinker,train
62,Non-binary,Sales,Australia,Medium,7.8,80,6,2.7,Unhealthy,Non-Smoker,Non-Drinker,train
58,Non-binary,Other,Germany,Low,7.3,33,1,1.9,Healthy,Non-Smoker,Regular Drinker,train
64,Male,Healthcare,Australia,High,8.4,71,4,5.1,Average,Occasional Smoker,Regular Drinker,train
31,Female,Other,USA,High,9.4,68,2,2.4,Unhealthy,Non-Smoker,Regular Drinker,train
36,Prefer not to say,Healthcare,Australia,High,7.9,66,8,3.0,Unhealthy,Occasional Smoker,Regular Drinker,train
58,Non-binary,Sales,Other,Low,8.1,80,9,3.6,Unhealthy,Non-Smoker,Non-Drinker,train
38,Male,Healthcare,Germany,Medium,6.5,62,0,5.8,Healthy,Non-Smoker,Social Drinker,train
45,Male,Other,USA,High,9.0,67,1,1.6,Unhealthy,Occasional Smoker,Regular Drinker,train
34,Male,Finance,Australia,High,7.9,70,5,5.4,Healthy,Heavy Smoker,Heavy Drinker,train
50,Non-binary,Engineering,UK,High,4.5,55,2,3.4,Average,Heavy Smoker,Social Drinker,train
42,Female,Engineering,UK,High,6.1,59,1,4.5,Healthy,Regular Smoker,Heavy Drinker,train
55,Prefer not to say,Healthcare,USA,Low,8.0,37,4,2.5,Healthy,Heavy Smoker,Social Drinker,train
21,Non-binary,Education,UK,Medium,8.0,75,5,2.3,Average,Regular Smoker,Social Drinker,train
26,Female,Sales,Other,Medium,9.4,76,6,2.2,Average,Occasional Smoker,Regular Drinker,train
42,Non-binary,Other,Germany,High,4.4,66,0,5.6,Healthy,Occasional Smoker,Regular Drinker,train
37,Prefer not to say,Other,India,Low,7.0,46,0,2.9,Healthy,Occasional Smoker,Non-Drinker,train
22,Male,Sales,India,High,6.0,31,3,2.7,Unhealthy,Occasional Smoker,Regular Drinker,train
31,Prefer not to say,Engineering,Canada,Low,6.7,61,8,0.7,Healthy,Occasional Smoker,Regular Drinker,train
33,Female,Healthcare,Other,High,7.2,61,4,4.5,Unhealthy,Non-Smoker,Heavy Drinker,train
45,Non-binary,Finance,Germany,High,6.2,32,0,2.7,Unhealthy,Regular Smoker,Social Drinker,train
36,Female,Engineering,UK,Low,8.4,46,10,5.8,Average,Heavy Smoker,Non-Drinker,train
52,Male,Sales,Australia,Low,4.8,38,8,4.1,Healthy,Non-Smoker,Regular Drinker,train
33,Female,Education,USA,Low,8.0,33,5,0.9,Average,Occasional Smoker,Non-Drinker,train
38,Female,IT,Australia,Medium,5.7,78,9,1.0,Healthy,Occasional Smoker,Heavy Drinker,train
40,Non-binary,Other,Other,High,6.3,71,1,2.2,Unhealthy,Non-Smoker,Regular Drinker,train
58,Male,Sales,Germany,Low,9.5,40,10,5.6,Average,Heavy Smoker,Non-Drinker,train
43,Female,IT,India,High,8.0,59,2,2.9,Average,Regular Smoker,Heavy Drinker,train
33,Prefer not to say,Engineering,UK,Medium,8.1,50,6,5.6,Unhealthy,Non-Smoker,Social Drinker,train
39,Male,Other,Canada,Low,7.4,52,7,4.6,Average,Non-Smoker,Non-Drinker,train
49,Male,Sales,Canada,High,4.3,44,0,1.2,Unhealthy,Regular Smoker,Regular Drinker,train
53,Female,Sales,India,High,5.5,50,3,2.2,Unhealthy,Non-Smoker,Heavy Drinker,train
27,Female,Sales,Australia,Low,7.8,37,2,0.8,Healthy,Occasional Smoker,Non-Drinker,train
27,Prefer not to say,Engineering,Other,Low,8.0,42,7,5.2,Healthy,Occasional Smoker,Non-Drinker,train
19,Female,Finance,India,High,5.6,41,3,3.6,Unhealthy,Occasional Smoker,Regular Drinker,train
31,Non-binary,Education,Other,Low,7.8,42,10,3.3,Healthy,Regular Smoker,Non-Drinker,train
27,Non-binary,Other,UK,High,5.1,47,2,2.4,Unhealthy,Occasional Smoker,Social Drinker,train
46,Prefer not to say,Other,India,High,4.5,42,0,5.3,Average,Regular Smoker,Social Drinker,train
21,Prefer not to say,Sales,Germany,High,9.9,64,4,2.4,Average,Regular Smoker,Heavy Drinker,train
62,Male,Healthcare,Canada,Low,8.0,60,9,2.2,Healthy,Occasional Smoker,Social Drinker,train
50,Prefer not to say,Healthcare,Other,High,7.3,62,2,5.1,Unhealthy,Occasional Smoker,Regular Drinker,train
52,Prefer not to say,Sales,India,Low,8.3,31,7,2.0,Average,Heavy Smoker,Regular Drinker,train
64,Male,Sales,Australia,Low,8.7,53,2,0.8,Healthy,Non-Smoker,Heavy Drinker,train
28,Female,Sales,Germany,High,4.6,47,8,2.6,Unhealthy,Heavy Smoker,Regular Drinker,train
41,Non-binary,Education,India,Low,5.4,43,4,2.3,Healthy,Heavy Smoker,Non-Drinker,train
39,Female,Healthcare,USA,Medium,6.8,74,7,4.8,Healthy,Regular Smoker,Non-Drinker,train
21,Prefer not to say,Education,USA,Medium,8.2,63,6,2.5,Unhealthy,Non-Smoker,Social Drinker,train
51,Non-binary,Sales,Canada,High,4.2,35,1,2.7,Unhealthy,Heavy Smoker,Social Drinker,train
45,Female,Other,India,Medium,9.3,36,8,5.4,Average,Regular Smoker,Heavy Drinker,train
51,Male,IT,Australia,High,6.8,60,2,3.5,Average,Heavy Smoker,Regular Drinker,train
24,Prefer not to say,Finance,India,Medium,7.8,43,1,4.7,Average,Occasional Smoker,Non-Drinker,train
28,Male,Education,Canada,High,4.9,52,5,4.2,Healthy,Occasional Smoker,Regular Drinker,train
29,Male,Healthcare,USA,Low,5.4,38,10,0.6,Average,Non-Smoker,Social Drinker,train
24,Male,Healthcare,Canada,Low,8.2,41,7,1.6,Healthy,Regular Smoker,Regular Drinker,train
20,Male,IT,Other,High,8.7,65,8,2.9,Unhealthy,Regular Smoker,Heavy Drinker,train
20,Male,Healthcare,UK,Low,4.1,39,9,1.9,Healthy,Occasional Smoker,Social Drinker,train
19,Female,IT,Germany,High,5.9,64,0,3.3,Healthy,Heavy Smoker,Non-Drinker,train
37,Non-binary,Engineering,Canada,Medium,9.6,50,8,3.0,Unhealthy,Occasional Smoker,Regular Drinker,train
54,Prefer not to say,IT,Australia,Medium,6.4,32,0,5.9,Healthy,Regular Smoker,Non-Drinker,train
51,Prefer not to say,Education,Canada,High,8.5,80,6,3.6,Unhealthy,Regular Smoker,Social Drinker,train
39,Non-binary,Education,Australia,Low,7.6,30,0,1.1,Unhealthy,Non-Smoker,Non-Drinker,train
31,Male,IT,Other,Low,7.2,57,10,5.6,Healthy,Occasional Smoker,Non-Drinker,train
61,Male,Education,Other,High,8.1,80,0,4.5,Average,Occasional Smoker,Regular Drinker,train
59,Male,Education,India,High,4.9,44,4,2.6,Unhealthy,Regular Smoker,Social Drinker,train
23,Prefer not to say,Sales,India,Low,9.1,49,6,2.5,Healthy,Non-Smoker,Regular Drinker,train
18,Male,Healthcare,Germany,Medium,8.9,54,4,1.9,Average,Heavy Smoker,Regular Drinker,train
23,Prefer not to say,IT,Other,Medium,7.6,49,9,2.6,Unhealthy,Regular Smoker,Non-Drinker,train
27,Female,Engineering,India,High,5.6,59,1,5.4,Unhealthy,Non-Smoker,Regular Drinker,train
30,Prefer not to say,Engineering,Canada,Low,4.0,40,7,1.6,Average,Non-Smoker,Regular Drinker,train
50,Male,Education,USA,Medium,5.2,33,4,4.2,Healthy,Non-Smoker,Heavy Drinker,train
63,Female,Sales,UK,Low,8.4,41,10,3.2,Unhealthy,Occasional Smoker,Non-Drinker,train
20,Prefer not to say,Other,UK,High,5.2,31,0,5.0,Unhealthy,Non-Smoker,Heavy Drinker,train
28,Male,Sales,India,High,5.5,78,3,5.8,Unhealthy,Occasional Smoker,Heavy Drinker,train
40,Prefer not to say,Education,Australia,High,5.5,36,2,3.6,Unhealthy,Occasional Smoker,Heavy Drinker,train
34,Non-binary,Healthcare,India,Low,5.3,38,9,2.6,Healthy,Non-Smoker,Regular Drinker,train
28,Female,Sales,USA,High,5.0,52,8,5.6,Unhealthy,Occasional Smoker,Heavy Drinker,train
64,Prefer not to say,Sales,Germany,High,6.8,71,8,4.1,Average,Regular Smoker,Regular Drinker,train
27,Non-binary,Engineering,Canada,Low,9.9,53,10,2.0,Average,Occasional Smoker,Regular Drinker,train
40,Prefer not to say,Education,USA,High,4.7,37,3,3.2,Unhealthy,Non-Smoker,Heavy Drinker,train
65,Non-binary,Healthcare,Germany,High,8.8,68,1,4.5,Unhealthy,Heavy Smoker,Regular Drinker,train
34,Non-binary,Other,USA,Low,8.4,30,1,3.0,Healthy,Non-Smoker,Non-Drinker,train
18,Non-binary,Engineering,Australia,High,4.6,54,1,5.2,Healthy,Heavy Smoker,Non-Drinker,train
41,Male,Finance,UK,Medium,4.1,65,5,3.4,Healthy,Occasional Smoker,Non-Drinker,train
48,Male,Healthcare,Germany,Low,9.4,38,6,3.3,Unhealthy,Non-Smoker,Non-Drinker,train
45,Female,IT,India,Medium,5.2,55,7,3.8,Healthy,Occasional Smoker,Heavy Drinker,train
58,Male,Other,Germany,Low,8.7,52,6,2.8,Unhealthy,Non-Smoker,Non-Drinker,train
47,Female,Other,Germany,High,4.1,78,3,1.6,Average,Non-Smoker,Heavy Drinker,train
64,Non-binary,Healthcare,India,High,8.7,61,3,4.2,Average,Occasional Smoker,Heavy Drinker,train
47,Female,Education,Canada,Medium,6.3,52,1,4.1,Healthy,Non-Smoker,Heavy Drinker,train
35,Prefer not to say,IT,Australia,High,5.7,75,0,4.3,Unhealthy,Regular Smoker,Heavy Drinker,train
35,Female,Engineering,Other,Low,7.8,76,8,1.3,Average,Non-Smoker,Non-Drinker,train
43,Female,Finance,UK,Medium,7.0,78,9,4.1,Average,Non-Smoker,Heavy Drinker,train
41,Male,Sales,UK,Medium,5.9,80,2,2.2,Healthy,Occasional Smoker,Non-Drinker,train
36,Non-binary,Education,USA,Low,9.1,48,3,0.8,Healthy,Occasional Smoker,Non-Drinker,train
39,Male,Finance,Canada,Low,8.3,46,4,4.8,Healthy,Heavy Smoker,Non-Drinker,train
61,Non-binary,Sales,UK,Medium,9.1,43,4,4.4,Healthy,Regular Smoker,Regular Drinker,train
31,Female,Other,USA,Low,8.8,53,5,5.9,Healthy,Non-Smoker,Non-Drinker,train
54,Prefer not to say,Education,Canada,Low,8.8,39,5,2.5,Healthy,Occasional Smoker,Social Drinker,train
30,Female,Education,UK,Low,9.0,34,7,2.9,Average,Heavy Smoker,Social Drinker,train
37,Prefer not to say,Education,Australia,High,7.9,70,3,2.9,Unhealthy,Occasional Smoker,Non-Drinker,train
26,Female,IT,Canada,Medium,7.2,47,4,5.3,Healthy,Non-Smoker,Regular Drinker,train
42,Male,Other,Australia,Medium,8.0,56,6,4.4,Healthy,Regular Smoker,Social Drinker,train
43,Non-binary,Other,Germany,High,6.4,69,2,0.8,Unhealthy,Non-Smoker,Regular Drinker,train
29,Female,Engineering,USA,High,6.1,79,7,1.7,Unhealthy,Regular Smoker,Heavy Drinker,train
43,Male,Other,UK,High,5.2,37,0,2.2,Unhealthy,Heavy Smoker,Social Drinker,train
56,Female,Sales,Canada,High,4.1,31,8,5.6,Unhealthy,Regular Smoker,Social Drinker,train
22,Prefer not to say,Finance,Germany,Low,6.9,56,7,1.9,Healthy,Non-Smoker,Social Drinker,train
48,Non-binary,Engineering,Other,Low,9.8,64,6,0.9,Unhealthy,Non-Smoker,Non-Drinker,train
19,Non-binary,Finance,Australia,Medium,8.2,32,5,5.6,Healthy,Regular Smoker,Regular Drinker,train
21,Prefer not to say,Education,Other,Medium,8.4,60,9,3.4,Average,Regular Smoker,Regular Drinker,train
50,Female,Engineering,Canada,High,5.5,35,6,2.1,Unhealthy,Heavy Smoker,Regular Drinker,train
25,Male,Other,Germany,High,5.8,33,3,2.9,Unhealthy,Heavy Smoker,Social Drinker,train
41,Male,Healthcare,Other,High,4.7,80,1,4.3,Average,Occasional Smoker,Social Drinker,train
28,Non-binary,Engineering,USA,Medium,8.9,42,1,3.9,Unhealthy,Non-Smoker,Heavy Drinker,train
28,Female,Finance,Canada,High,9.3,74,0,4.1,Average,Regular Smoker,Social Drinker,train
26,Prefer not to say,Healthcare,UK,High,8.0,66,1,3.9,Healthy,Heavy Smoker,Regular Drinker,train
57,Female,IT,India,Medium,7.2,66,9,4.8,Healthy,Non-Smoker,Regular Drinker,train
26,Non-binary,Education,India,High,4.8,30,4,2.9,Unhealthy,Occasional Smoker,Regular Drinker,train
46,Male,IT,Germany,Low,6.6,45,9,5.5,Healthy,Occasional Smoker,Social Drinker,train
44,Non-binary,Healthcare,Australia,High,5.9,69,5,6.0,Average,Heavy Smoker,Social Drinker,train
58,Female,Education,Germany,High,5.4,74,10,0.5,Unhealthy,Heavy Smoker,Heavy Drinker,train
60,Prefer not to say,Education,India,Medium,8.3,44,0,4.4,Unhealthy,Non-Smoker,Social Drinker,train
32,Non-binary,IT,Australia,Low,7.6,30,10,5.6,Average,Occasional Smoker,Non-Drinker,train
65,Male,Other,Canada,Medium,9.5,62,2,0.8,Unhealthy,Occasional Smoker,Social Drinker,train
49,Prefer not to say,Education,Other,Low,8.2,60,8,0.8,Average,Heavy Smoker,Social Drinker,train
22,Non-binary,Healthcare,UK,Low,6.4,41,6,1.0,Average,Non-Smoker,Social Drinker,train
31,Male,IT,Australia,High,4.9,59,8,4.9,Unhealthy,Occasional Smoker,Heavy Drinker,train
40,Male,IT,Canada,Medium,6.5,34,3,2.8,Average,Heavy Smoker,Non-Drinker,train
64,Female,Healthcare,Canada,Medium,8.8,58,7,4.6,Healthy,Heavy Smoker,Heavy Drinker,train
34,Non-binary,Sales,Other,High,7.5,76,4,3.0,Average,Heavy Smoker,Heavy Drinker,train
65,Prefer not to say,Engineering,Other,High,5.5,75,2,0.9,Unhealthy,Heavy Smoker,Non-Drinker,train
26,Male,Sales,UK,High,5.8,69,5,2.2,Average,Occasional Smoker,Heavy Drinker,train
61,Prefer not to say,Other,Other,High,4.4,74,2,3.8,Healthy,Non-Smoker,Regular Drinker,train
25,Prefer not to say,Sales,Other,High,8.4,74,2,3.6,Unhealthy,Regular Smoker,Non-Drinker,train
34,Prefer not to say,Healthcare,Other,High,4.2,71,2,1.8,Unhealthy,Occasional Smoker,Social Drinker,train
23,Male,Sales,India,High,4.9,51,10,5.4,Unhealthy,Heavy Smoker,Social Drinker,train
35,Non-binary,Finance,Australia,High,7.2,62,3,1.3,Average,Regular Smoker,Heavy Drinker,train
38,Male,IT,Other,High,4.3,44,2,3.2,Average,Occasional Smoker,Heavy Drinker,train
44,Male,Finance,Other,High,7.7,76,2,5.5,Healthy,Heavy Smoker,Regular Drinker,train
26,Prefer not to say,Healthcare,UK,High,6.0,49,1,4.6,Unhealthy,Occasional Smoker,Regular Drinker,train
55,Prefer not to say,Finance,India,High,4.8,74,6,5.2,Healthy,Regular Smoker,Heavy Drinker,train
37,Male,Other,USA,High,8.1,33,2,2.7,Unhealthy,Heavy Smoker,Heavy Drinker,train
56,Non-binary,Education,USA,Low,9.3,30,6,5.3,Healthy,Non-Smoker,Social Drinker,train
22,Prefer not to say,IT,Canada,High,5.0,76,0,4.4,Unhealthy,Regular Smoker,Regular Drinker,train
60,Prefer not to say,Sales,USA,Medium,8.3,61,9,3.1,Unhealthy,Heavy Smoker,Social Drinker,train
43,Prefer not to say,IT,India,High,5.4,73,2,3.6,Healthy,Occasional Smoker,Regular Drinker,train
53,Female,Finance,UK,High,9.4,49,2,5.5,Unhealthy,Regular Smoker,Social Drinker,train
28,Male,Other,Other,High,5.7,55,6,2.9,Healthy,Regular Smoker,Heavy Drinker,train
58,Female,Engineering,Australia,Low,9.2,55,8,5.0,Healthy,Occasional Smoker,Non-Drinker,train
28,Non-binary,Other,Canada,High,9.1,63,0,5.0,Healthy,Regular Smoker,Regular Drinker,train
49,Non-binary,Healthcare,Canada,High,6.7,56,3,4.7,Healthy,Regular Smoker,Social Drinker,train
50,Non-binary,Sales,UK,Medium,8.8,57,8,3.9,Unhealthy,Occasional Smoker,Regular Drinker,train
52,Non-binary,Other,Australia,High,6.1,31,0,4.6,Average,Heavy Smoker,Regular Drinker,train
48,Male,Healthcare,UK,Medium,9.9,39,0,1.0,Unhealthy,Occasional Smoker,Heavy Drinker,train
44,Prefer not to say,Sales,UK,High,4.4,56,1,5.5,Unhealthy,Non-Smoker,Heavy Drinker,train
54,Male,IT,Canada,High,4.8,44,3,4.1,Average,Occasional Smoker,Regular Drinker,train
21,Prefer not to say,Engineering,UK,High,5.9,51,0,4.8,Unhealthy,Non-Smoker,Non-Drinker,train
44,Prefer not to say,Other,Other,Medium,8.5,59,4,1.2,Average,Regular Smoker,Heavy Drinker,train
57,Male,Other,Germany,High,7.6,68,1,2.9,Unhealthy,Heavy Smoker,Heavy Drinker,train
29,Male,Sales,India,Low,5.2,57,9,3.0,Healthy,Non-Smoker,Non-Drinker,train
21,Male,Healthcare,Other,Medium,5.7,56,10,5.1,Healthy,Regular Smoker,Non-Drinker,train
24,Male,Engineering,Germany,Low,8.3,41,8,3.3,Average,Occasional Smoker,Non-Drinker,train
25,Non-binary,Healthcare,USA,High,5.6,77,10,5.9,Unhealthy,Non-Smoker,Heavy Drinker,train
27,Non-binary,Finance,India,High,6.0,57,10,5.2,Average,Heavy Smoker,Regular Drinker,train
31,Non-binary,Finance,USA,High,4.5,31,0,5.2,Healthy,Occasional Smoker,Heavy Drinker,train
51,Female,Education,Germany,Medium,4.8,66,8,2.3,Unhealthy,Occasional Smoker,Non-Drinker,train
43,Non-binary,Finance,India,High,8.1,77,3,5.7,Healthy,Regular Smoker,Regular Drinker,train
30,Prefer not to say,Sales,Other,Medium,6.1,57,8,5.0,Healthy,Occasional Smoker,Regular Drinker,train
30,Non-binary,Healthcare,Canada,Low,8.5,72,6,3.3,Average,Non-Smoker,Non-Drinker,train
37,Female,Other,India,High,7.3,70,5,4.2,Unhealthy,Occasional Smoker,Regular Drinker,train
20,Prefer not to say,Other,Germany,Medium,9.3,54,2,2.0,Unhealthy,Non-Smoker,Heavy Drinker,train
34,Non-binary,Finance,USA,High,7.3,55,0,5.5,Unhealthy,Regular Smoker,Non-Drinker,train
37,Male,Education,Australia,High,7.9,72,9,5.0,Average,Regular Smoker,Regular Drinker,train
46,Prefer not to say,IT,India,High,9.9,58,4,5.3,Average,Regular Smoker,Heavy Drinker,train
24,Non-binary,Finance,Canada,Low,5.8,30,7,1.9,Healthy,Regular Smoker,Social Drinker,train
53,Prefer not to say,Other,Australia,High,5.1,48,3,5.0,Unhealthy,Non-Smoker,Non-Drinker,train
28,Male,IT,Canada,Low,8.2,71,10,1.7,Average,Non-Smoker,Heavy Drinker,train
64,Male,Finance,Canada,High,5.2,69,7,2.9,Unhealthy,Regular Smoker,Social Drinker,train
31,Female,Sales,Germany,Medium,6.1,32,2,5.1,Healthy,Non-Smoker,Regular Drinker,train
53,Female,IT,Other,Low,9.3,45,9,1.4,Average,Regular Smoker,Heavy Drinker,train
34,Female,Healthcare,Germany,High,4.2,47,9,5.8,Unhealthy,Non-Smoker,Regular Drinker,train
45,Prefer not to say,Other,Germany,High,8.4,57,5,3.8,Unhealthy,Heavy Smoker,Regular Drinker,train
38,Female,Finance,India,Medium,9.5,67,9,5.6,Unhealthy,Occasional Smoker,Non-Drinker,train
23,Female,Healthcare,Australia,High,4.9,42,5,4.4,Average,Regular Smoker,Heavy Drinker,train
65,Male,Other,Australia,Low,5.1,45,8,0.8,Healthy,Non-Smoker,Non-Drinker,train
23,Female,Healthcare,India,Low,8.0,44,3,2.8,Healthy,Non-Smoker,Non-Drinker,train
41,Female,Engineering,Canada,Low,8.7,54,6,2.6,Healthy,Non-Smoker,Social Drinker,train
59,Female,Education,India,Medium,8.5,76,7,2.8,Healthy,Regular Smoker,Heavy Drinker,train
46,Male,Finance,USA,Medium,9.7,76,0,4.1,Unhealthy,Non-Smoker,Non-Drinker,train
45,Non-binary,Sales,Canada,High,8.8,76,1,3.3,Average,Regular Smoker,Regular Drinker,train
55,Female,Healthcare,USA,High,5.3,70,2,4.3,Average,Occasional Smoker,Heavy Drinker,train
29,Prefer not to say,Sales,Germany,Low,9.3,71,5,2.5,Healthy,Non-Smoker,Non-Drinker,train
47,Female,Sales,USA,High,5.9,56,2,5.4,Average,Heavy Smoker,Heavy Drinker,train
46,Female,Healthcare,Australia,Medium,7.2,45,6,3.7,Healthy,Heavy Smoker,Heavy Drinker,train
52,Non-binary,Education,Other,Medium,7.9,57,2,3.7,Healthy,Non-Smoker,Regular Drinker,train
30,Male,Engineering,USA,Medium,5.1,52,9,3.9,Healthy,Occasional Smoker,Heavy Drinker,train
52,Female,Finance,Canada,Medium,6.5,55,9,3.1,Healthy,Regular Smoker,Heavy Drinker,train
26,Female,IT,Other,High,7.1,57,5,4.8,Average,Heavy Smoker,Social Drinker,train
57,Male,Sales,Canada,Medium,9.8,74,5,0.9,Average,Heavy Smoker,Social Drinker,train
42,Male,Other,Germany,Medium,6.1,41,1,1.8,Unhealthy,Non-Smoker,Heavy Drinker,train
41,Male,Other,Other,High,8.3,63,1,3.1,Average,Occasional Smoker,Heavy Drinker,train
46,Prefer not to say,Engineering,Australia,Low,8.4,47,1,2.3,Average,Occasional Smoker,Non-Drinker,train
46,Prefer not to say,IT,Germany,Medium,4.5,46,0,1.9,Average,Occasional Smoker,Social Drinker,train
51,Non-binary,Sales,India,High,4.5,52,0,0.7,Average,Regular Smoker,Social Drinker,train
29,Male,Sales,UK,Low,7.5,57,9,3.8,Healthy,Heavy Smoker,Non-Drinker,train
63,Prefer not to say,Other,Australia,High,6.5,79,0,3.8,Average,Occasional Smoker,Social Drinker,train
19,Prefer not to say,Education,Other,Low,6.5,38,6,2.4,Healthy,Non-Smoker,Non-Drinker,train
26,Male,Sales,Australia,Medium,7.7,68,7,1.1,Healthy,Heavy Smoker,Regular Drinker,train
26,Female,Sales,Germany,Medium,4.6,58,7,1.0,Unhealthy,Regular Smoker,Non-Drinker,train
52,Non-binary,IT,Canada,High,4.5,75,9,5.8,Average,Regular Smoker,Non-Drinker,train
48,Male,IT,UK,Medium,7.6,76,8,2.3,Healthy,Regular Smoker,Heavy Drinker,train
32,Male,Other,Other,High,4.3,72,0,4.0,Healthy,Non-Smoker,Regular Drinker,train
35,Female,Healthcare,Canada,High,5.6,62,4,2.6,Average,Heavy Smoker,Regular Drinker,train
57,Male,Other,Germany,Low,8.4,33,8,4.8,Healthy,Heavy Smoker,Non-Drinker,train
18,Prefer not to say,Education,Australia,Low,5.1,57,9,1.0,Healthy,Heavy Smoker,Non-Drinker,train
37,Male,Engineering,Australia,Medium,5.6,53,5,1.6,Healthy,Regular Smoker,Social Drinker,train
64,Female,Finance,Other,Medium,8.0,37,0,5.6,Healthy,Regular Smoker,Social Drinker,train
33,Male,Engineering,Canada,High,9.8,67,2,2.8,Average,Heavy Smoker,Heavy Drinker,train
47,Female,Engineering,UK,Low,6.1,61,9,2.3,Average,Regular Smoker,Non-Drinker,train
45,Non-binary,Engineering,USA,Medium,8.4,70,4,4.0,Average,Heavy Smoker,Non-Drinker,train
52,Female,Healthcare,Germany,Medium,9.1,72,3,1.4,Average,Occasional Smoker,Social Drinker,train
64,Male,Education,USA,Medium,6.6,80,1,1.0,Unhealthy,Non-Smoker,Non-Drinker,train
62,Female,Other,USA,Low,9.8,60,10,4.2,Unhealthy,Non-Smoker,Non-Drinker,train
65,Non-binary,Healthcare,Germany,High,4.2,58,4,4.1,Unhealthy,Non-Smoker,Heavy Drinker,train
23,Male,Finance,Other,High,9.5,33,2,2.8,Unhealthy,Regular Smoker,Heavy Drinker,train
28,Female,Sales,Germany,High,4.9,80,9,3.0,Unhealthy,Regular Smoker,Regular Drinker,train
60,Non-binary,Engineering,Australia,Medium,6.9,35,2,1.5,Healthy,Regular Smoker,Heavy Drinker,train
36,Non-binary,Engineering,USA,Low,6.8,37,9,2.7,Healthy,Non-Smoker,Non-Drinker,train
21,Female,Sales,Australia,High,9.9,80,3,4.5,Average,Non-Smoker,Regular Drinker,train
33,Female,Other,India,High,5.5,73,10,1.1,Unhealthy,Heavy Smoker,Regular Drinker,train
30,Non-binary,Other,Canada,High,7.2,65,3,2.8,Unhealthy,Occasional Smoker,Social Drinker,train
50,Non-binary,Education,UK,Low,8.6,43,8,1.2,Healthy,Regular Smoker,Social Drinker,train
48,Female,IT,USA,Medium,10.0,64,0,1.3,Average,Non-Smoker,Regular Drinker,train
46,Prefer not to say,Education,Australia,High,6.4,68,10,3.7,Unhealthy,Regular Smoker,Regular Drinker,train
55,Male,Sales,UK,High,5.2,70,2,2.4,Healthy,Non-Smoker,Regular Drinker,train
27,Female,Other,Australia,High,5.4,43,0,4.3,Unhealthy,Occasional Smoker,Non-Drinker,train
